a.word,a.wordcount,d.word,d.wordcount
NULL,NULL,globe,1
NULL,NULL,gloom,16
NULL,NULL,gloomy,1
NULL,NULL,glory,3
glowing,7,NULL,NULL
NULL,NULL,gnarled,1
gnome,1,NULL,NULL
gobble,1,NULL,NULL
gobbles,1,NULL,NULL
NULL,NULL,godalming,88
goddess,2,NULL,NULL
gods,1,NULL,NULL
NULL,NULL,gog,2
NULL,NULL,goings,1
NULL,NULL,goitre,1
NULL,NULL,goodby,2
NULL,NULL,goodbye,18
NULL,NULL,goodly,1
NULL,NULL,goodnight,6
NULL,NULL,goods,9
goose,3,NULL,NULL
NULL,NULL,gorge,1
NULL,NULL,gorged,1
NULL,NULL,gorges,2
gory,1,NULL,NULL
NULL,NULL,gossips,1
NULL,NULL,gott,4
NULL,NULL,gotza,1
NULL,NULL,gout,2
NULL,NULL,gouts,1
NULL,NULL,government,1
gownd,1,NULL,NULL
gowns,1,NULL,NULL
NULL,NULL,grab,1
NULL,NULL,grabbed,1
NULL,NULL,grace,5
NULL,NULL,graceful,1
NULL,NULL,gracefulness,1
graces,1,NULL,NULL
graciously,1,NULL,NULL
NULL,NULL,grains,1
NULL,NULL,grammar,1
grammars,1,NULL,NULL
NULL,NULL,granddaughter,1
grander,1,NULL,NULL
grandest,1,NULL,NULL
NULL,NULL,grandfather,1
grandmother,1,NULL,NULL
grange,2,NULL,NULL
NULL,NULL,granite,1
NULL,NULL,grano,1
NULL,NULL,granted,2
NULL,NULL,grapple,1
NULL,NULL,grasping,2
NULL,NULL,grass,7
grasses,1,NULL,NULL
NULL,NULL,grassy,1
grate,17,NULL,NULL
grates,1,NULL,NULL
NULL,NULL,grating,1
NULL,NULL,gratitude,2
NULL,NULL,gravediggers,1
NULL,NULL,gravel,2
NULL,NULL,gravely,18
NULL,NULL,graves,8
NULL,NULL,graveyard,3
NULL,NULL,gravity,2
NULL,NULL,greece,1
NULL,NULL,greek,1
NULL,NULL,greeks,1
greengrocer,1,NULL,NULL
NULL,NULL,greenland,3
NULL,NULL,greens,1
NULL,NULL,grees,2
NULL,NULL,greet,1
NULL,NULL,greeted,1
NULL,NULL,grey,8
NULL,NULL,greyness,1
NULL,NULL,griefwritten,1
grievance,2,NULL,NULL
grievances,1,NULL,NULL
NULL,NULL,grieve,2
NULL,NULL,grieved,3
NULL,NULL,grievously,1
NULL,NULL,grim,24
NULL,NULL,grimaced,1
NULL,NULL,grimly,2
NULL,NULL,grimmer,1
NULL,NULL,grims,1
NULL,NULL,grinding,3
NULL,NULL,grip,4
NULL,NULL,gripped,2
NULL,NULL,grisly,2
NULL,NULL,grit,2
NULL,NULL,groaning,1
groans,1,NULL,NULL
grocer,1,NULL,NULL
groceries,1,NULL,NULL
NULL,NULL,grog,1
NULL,NULL,grooms,1
NULL,NULL,groove,2
NULL,NULL,groping,1
grottos,1,NULL,NULL
NULL,NULL,groundless,1
NULL,NULL,grounds,6
grovel,1,NULL,NULL
growed,1,NULL,NULL
NULL,NULL,growl,1
NULL,NULL,growling,1
NULL,NULL,growls,1
NULL,NULL,growths,1
NULL,NULL,grubby,1
grudge,1,NULL,NULL
grudgingly,1,NULL,NULL
NULL,NULL,gruesome,3
NULL,NULL,grumble,1
grumbling,1,NULL,NULL
NULL,NULL,grump,1
NULL,NULL,guarantee,1
NULL,NULL,guard,14
NULL,NULL,guarded,6
NULL,NULL,guards,1
NULL,NULL,guesses,1
guessing,1,NULL,NULL
NULL,NULL,guests,1
NULL,NULL,guidance,3
NULL,NULL,guide,6
NULL,NULL,guided,1
NULL,NULL,guiding,3
NULL,NULL,guiliano,1
NULL,NULL,guilt,3
guilty,1,NULL,NULL
NULL,NULL,gulf,1
NULL,NULL,gums,7
NULL,NULL,gun,4
NULL,NULL,guns,1
NULL,NULL,gunwale,1
gurgles,1,NULL,NULL
NULL,NULL,gurp,1
NULL,NULL,gushed,1
NULL,NULL,gusto,1
gutter,4,NULL,NULL
NULL,NULL,guv,6
guy,7,NULL,NULL
NULL,NULL,gypsies,9
NULL,NULL,gypsy,1
NULL,NULL,ha,4
NULL,NULL,haarlem,2
NULL,NULL,habitable,1
NULL,NULL,habitation,2
NULL,NULL,haemorrhage,1
NULL,NULL,hafflin,1
NULL,NULL,hail,1
NULL,NULL,hailed,1
NULL,NULL,hairbreadth,1
NULL,NULL,haired,4
NULL,NULL,hairs,3
NULL,NULL,hallucination,1
NULL,NULL,halt,2
NULL,NULL,halted,1
NULL,NULL,hamburg,1
NULL,NULL,hamlet,2
NULL,NULL,hammered,2
hamper,7,NULL,NULL
hampers,1,NULL,NULL
NULL,NULL,hampstead,8
NULL,NULL,hampton,1
NULL,NULL,handful,4
handkerchiefs,5,NULL,NULL
NULL,NULL,handled,1
NULL,NULL,handles,1
handmaid,1,NULL,NULL
NULL,NULL,handshake,1
NULL,NULL,handspike,2
NULL,NULL,handy,1
NULL,NULL,hangs,1
NULL,NULL,hans,1
NULL,NULL,hansom,1
NULL,NULL,hap,1
NULL,NULL,haped,1
NULL,NULL,hapgood,1
NULL,NULL,happiest,2
NULL,NULL,happily,2
NULL,NULL,hapsburgs,1
hapy,1,NULL,NULL
harassed,1,NULL,NULL
NULL,NULL,harbor,2
NULL,NULL,harbour,25
NULL,NULL,hardening,1
hardest,1,NULL,NULL
NULL,NULL,hardlooking,1
NULL,NULL,hardly,26
hardness,1,NULL,NULL
NULL,NULL,hardy,1
NULL,NULL,hark,3
NULL,NULL,harked,1
NULL,NULL,harker,166
NULL,NULL,harkers,2
NULL,NULL,harmed,3
NULL,NULL,harming,1
NULL,NULL,harmless,3
NULL,NULL,harmony,1
NULL,NULL,harness,2
NULL,NULL,harnessed,1
harold,1,NULL,NULL
NULL,NULL,harris,1
NULL,NULL,harshly,1
NULL,NULL,harshness,1
NULL,NULL,harvest,1
NULL,NULL,harwich,1
NULL,NULL,hasten,5
NULL,NULL,hastened,1
NULL,NULL,hastening,1
hastily,5,NULL,NULL
NULL,NULL,hasty,1
NULL,NULL,hatchway,2
NULL,NULL,hatchways,1
NULL,NULL,hateful,2
hating,1,NULL,NULL
NULL,NULL,hauled,1
NULL,NULL,haunted,2
NULL,NULL,haunting,2
NULL,NULL,haunts,2
NULL,NULL,hav,1
NULL,NULL,havin,1
NULL,NULL,havoc,1
NULL,NULL,hawkins,25
NULL,NULL,hawser,1
NULL,NULL,hay,2
NULL,NULL,hazard,4
NULL,NULL,hazardous,1
haze,1,NULL,NULL
heading,1,NULL,NULL
NULL,NULL,headland,2
headlands,1,NULL,NULL
NULL,NULL,headlines,1
NULL,NULL,headlong,2
NULL,NULL,headpiece,1
NULL,NULL,headstones,2
NULL,NULL,heal,1
NULL,NULL,healed,3
NULL,NULL,healing,1
NULL,NULL,healthgiving,1
NULL,NULL,healths,1
NULL,NULL,healthy,2
heaped,3,NULL,NULL
heaping,1,NULL,NULL
hearin,1,NULL,NULL
NULL,NULL,hears,4
NULL,NULL,heartbreak,1
heartbroken,1,NULL,NULL
heartbrokenly,1,NULL,NULL
NULL,NULL,heartily,2
NULL,NULL,heated,1
NULL,NULL,heath,6
heatin,1,NULL,NULL
NULL,NULL,heave,1
heavenly,3,NULL,NULL
NULL,NULL,heavier,1
NULL,NULL,heaviness,2
NULL,NULL,heaving,2
NULL,NULL,hebrew,1
hector,1,NULL,NULL
NULL,NULL,hedged,1
NULL,NULL,heed,4
NULL,NULL,heel,1
heels,1,NULL,NULL
heigh,1,NULL,NULL
NULL,NULL,height,4
NULL,NULL,heights,2
NULL,NULL,heir,1
heiress,3,NULL,NULL
NULL,NULL,hell,19
NULL,NULL,hellhome,1
NULL,NULL,hellish,4
NULL,NULL,helm,6
NULL,NULL,helper,2
NULL,NULL,helpers,1
NULL,NULL,helpful,1
NULL,NULL,helping,6
NULL,NULL,helplessness,2
NULL,NULL,helsing,321
hem,1,NULL,NULL
NULL,NULL,hemmed,1
NULL,NULL,hence,1
NULL,NULL,henceforth,5
NULL,NULL,henceforward,1
NULL,NULL,hendl,1
NULL,NULL,hennessey,3
henry,1,NULL,NULL
NULL,NULL,heraldic,1
NULL,NULL,herb,1
herbert,2,NULL,NULL
herd,2,NULL,NULL
NULL,NULL,hereafter,9
NULL,NULL,heredity,1
NULL,NULL,heresy,1
NULL,NULL,herewith,3
NULL,NULL,hermanstadt,1
NULL,NULL,hero,1
NULL,NULL,heroic,1
heroine,3,NULL,NULL
NULL,NULL,herr,7
NULL,NULL,herren,1
NULL,NULL,herrin,1
NULL,NULL,hesitancy,1
NULL,NULL,hesitatingly,1
NULL,NULL,hesitation,4
NULL,NULL,hetman,1
NULL,NULL,hevening,1
NULL,NULL,hidin,1
NULL,NULL,hiding,4
NULL,NULL,hieroglyphical,1
NULL,NULL,higher,3
highly,1,NULL,NULL
highness,2,NULL,NULL
NULL,NULL,hildesheim,5
NULL,NULL,hill,13
NULL,NULL,hillingham,8
NULL,NULL,hilllingham,1
NULL,NULL,hills,10
NULL,NULL,hillsides,1
NULL,NULL,hilt,2
NULL,NULL,himmel,1
hind,3,NULL,NULL
NULL,NULL,hinder,3
NULL,NULL,hinderin,1
NULL,NULL,hindrance,1
hindustani,2,NULL,NULL
NULL,NULL,hinfant,1
NULL,NULL,hinges,4
NULL,NULL,hint,7
NULL,NULL,hints,1
NULL,NULL,hired,2
NULL,NULL,hirritated,1
NULL,NULL,hiss,2
NULL,NULL,hisself,1
NULL,NULL,historical,1
NULL,NULL,hitch,1
NULL,NULL,hitching,1
NULL,NULL,hitherto,8
NULL,NULL,hoast,1
hob,2,NULL,NULL
NULL,NULL,hobbled,3
NULL,NULL,hobby,2
NULL,NULL,hobnails,1
NULL,NULL,holdin,1
NULL,NULL,holds,4
NULL,NULL,holiday,2
holidays,1,NULL,NULL
NULL,NULL,holiest,2
NULL,NULL,holily,1
NULL,NULL,holland,1
holly,3,NULL,NULL
NULL,NULL,holmood,1
NULL,NULL,holmwood,16
NULL,NULL,holy,13
NULL,NULL,homecoming,1
homesick,2,NULL,NULL
NULL,NULL,homicidal,6
NULL,NULL,hon,4
NULL,NULL,honesty,2
NULL,NULL,honey,1
NULL,NULL,honfoglalas,1
NULL,NULL,honorable,1
NULL,NULL,honored,3
NULL,NULL,honour,2
NULL,NULL,honourable,1
NULL,NULL,hooal,1
NULL,NULL,hood,6
NULL,NULL,hoodwink,1
NULL,NULL,hoofs,1
NULL,NULL,hopes,5
hopped,3,NULL,NULL
hopping,2,NULL,NULL
NULL,NULL,hordes,1
NULL,NULL,horizon,9
NULL,NULL,horn,1
NULL,NULL,horns,1
horridest,1,NULL,NULL
NULL,NULL,horrified,5
NULL,NULL,horrify,1
NULL,NULL,horrors,8
NULL,NULL,horrorstruck,1
NULL,NULL,horse,13
NULL,NULL,horsemen,3
NULL,NULL,horseshoe,1
NULL,NULL,hospadars,1
NULL,NULL,hospitable,2
NULL,NULL,host,6
hostess,1,NULL,NULL
NULL,NULL,hostile,2
NULL,NULL,hostility,1
NULL,NULL,hotchpot,1
NULL,NULL,hotly,2
hottest,1,NULL,NULL
NULL,NULL,hourly,1
NULL,NULL,housebreaker,1
NULL,NULL,household,4
NULL,NULL,households,1
NULL,NULL,housekeeper,1
NULL,NULL,housekeeping,1
housemaid,4,NULL,NULL
housemaids,4,NULL,NULL
NULL,NULL,hout,1
hovered,1,NULL,NULL
hovering,3,NULL,NULL
huddle,2,NULL,NULL
huddled,5,NULL,NULL
NULL,NULL,hue,2
NULL,NULL,hug,1
hugged,5,NULL,NULL
hugging,1,NULL,NULL
NULL,NULL,hull,1
NULL,NULL,humanitarian,1
NULL,NULL,humanity,2
NULL,NULL,humanizing,1
NULL,NULL,humans,1
humbled,2,NULL,NULL
humiliation,1,NULL,NULL
NULL,NULL,humming,1
NULL,NULL,humorous,1
NULL,NULL,humour,3
NULL,NULL,humoured,1
NULL,NULL,hump,1
NULL,NULL,hun,1
NULL,NULL,hungarian,5
NULL,NULL,hungary,1
hungrier,7,NULL,NULL
hungriest,1,NULL,NULL
hungrily,1,NULL,NULL
NULL,NULL,huns,3
NULL,NULL,hunt,8
NULL,NULL,hunted,2
NULL,NULL,hunter,2
NULL,NULL,hunters,1
NULL,NULL,huntin,1
NULL,NULL,hunting,3
NULL,NULL,hup,2
NULL,NULL,hurled,5
hurts,1,NULL,NULL
NULL,NULL,husband,74
NULL,NULL,husbandman,3
NULL,NULL,husbandry,1
NULL,NULL,hush,9
NULL,NULL,hyde,1
NULL,NULL,hyenas,1
NULL,NULL,hypnotic,16
NULL,NULL,hypnotised,1
NULL,NULL,hypnotism,4
NULL,NULL,hypnotize,12
NULL,NULL,hypnotized,2
NULL,NULL,hypodermic,1
hysteric,1,NULL,NULL
NULL,NULL,iceland,1
NULL,NULL,icelander,1
NULL,NULL,icy,1
NULL,NULL,ideas,8
NULL,NULL,identified,1
NULL,NULL,idin,1
NULL,NULL,idiotic,2
NULL,NULL,idle,4
idol,2,NULL,NULL
NULL,NULL,idolatrous,2
idols,1,NULL,NULL
NULL,NULL,igh,2
ignominiously,1,NULL,NULL
NULL,NULL,ignorance,5
NULL,NULL,ignorant,4
NULL,NULL,ignoratio,1
NULL,NULL,ignotum,1
NULL,NULL,ills,1
NULL,NULL,illsome,1
illuminated,2,NULL,NULL
NULL,NULL,illumine,1
NULL,NULL,illusion,1
NULL,NULL,illustrate,2
NULL,NULL,im,9
NULL,NULL,image,3
NULL,NULL,imaginable,1
NULL,NULL,imaginative,1
NULL,NULL,imitate,2
NULL,NULL,imitatin,1
NULL,NULL,immanuel,2
NULL,NULL,immeasurable,1
NULL,NULL,immediate,4
NULL,NULL,immense,5
NULL,NULL,immensely,3
NULL,NULL,immortal,1
NULL,NULL,immortality,2
NULL,NULL,impalpable,1
NULL,NULL,impartiality,1
impassively,1,NULL,NULL
NULL,NULL,impassiveness,1
NULL,NULL,impatient,2
NULL,NULL,impatiently,1
NULL,NULL,imperative,2
NULL,NULL,imperceptible,1
NULL,NULL,imperfect,1
NULL,NULL,imperfectly,1
imperilled,1,NULL,NULL
NULL,NULL,imperious,2
impertience,1,NULL,NULL
impertinence,1,NULL,NULL
impertinent,1,NULL,NULL
NULL,NULL,imperturbable,1
NULL,NULL,impetuosity,1
impish,1,NULL,NULL
NULL,NULL,implacable,1
NULL,NULL,impletata,1
NULL,NULL,implication,1
NULL,NULL,implicitly,1
NULL,NULL,implied,1
NULL,NULL,imploring,1
NULL,NULL,imploringly,1
NULL,NULL,imply,2
impolite,3,NULL,NULL
NULL,NULL,import,1
NULL,NULL,imported,1
NULL,NULL,importunate,1
NULL,NULL,impose,1
imposing,1,NULL,NULL
NULL,NULL,impossibilities,1
NULL,NULL,impossibility,1
NULL,NULL,impregnable,1
NULL,NULL,impress,1
NULL,NULL,impressed,2
NULL,NULL,impressiveness,1
NULL,NULL,impressment,1
NULL,NULL,imprisoned,2
NULL,NULL,improper,1
NULL,NULL,improved,2
NULL,NULL,improves,1
NULL,NULL,improving,1
impudence,1,NULL,NULL
impudent,4,NULL,NULL
impudently,1,NULL,NULL
NULL,NULL,impulse,7
NULL,NULL,impulsively,4
NULL,NULL,inaccessible,1
NULL,NULL,inasmuch,1
inattention,1,NULL,NULL
NULL,NULL,inch,2
NULL,NULL,incision,1
NULL,NULL,inciting,1
NULL,NULL,inclination,1
NULL,NULL,incline,1
NULL,NULL,inclining,1
NULL,NULL,included,2
NULL,NULL,including,1
NULL,NULL,incoherent,1
NULL,NULL,incomer,1
NULL,NULL,incoming,1
incontinently,1,NULL,NULL
NULL,NULL,incorporated,2
NULL,NULL,increase,2
NULL,NULL,incurred,1
NULL,NULL,incurring,1
indefinite,1,NULL,NULL
NULL,NULL,indefinitely,1
NULL,NULL,index,2
NULL,NULL,indexy,1
NULL,NULL,indicate,1
NULL,NULL,indicative,2
indies,1,NULL,NULL
indifferently,1,NULL,NULL
indignantly,2,NULL,NULL
NULL,NULL,indirect,1
NULL,NULL,indirectly,1
indiscretion,2,NULL,NULL
NULL,NULL,individual,3
NULL,NULL,individually,3
NULL,NULL,individuals,1
indolent,1,NULL,NULL
NULL,NULL,indomitable,1
NULL,NULL,indraw,1
NULL,NULL,indrawn,1
NULL,NULL,induce,1
indulged,1,NULL,NULL
indulgent,1,NULL,NULL
NULL,NULL,ineffably,1
NULL,NULL,inequalities,1
NULL,NULL,inequality,2
NULL,NULL,inert,1
NULL,NULL,inexpressible,1
inexpressive,1,NULL,NULL
NULL,NULL,infallibly,2
NULL,NULL,infamy,1
NULL,NULL,infect,2
NULL,NULL,infected,1
NULL,NULL,infer,1
NULL,NULL,inference,3
inferior,1,NULL,NULL
NULL,NULL,infinite,7
NULL,NULL,infinitely,1
NULL,NULL,infinitesimal,1
NULL,NULL,inflict,1
NULL,NULL,inflicts,1
NULL,NULL,influence,7
NULL,NULL,influences,2
NULL,NULL,informant,1
NULL,NULL,informed,4
infuriated,3,NULL,NULL
ingenious,1,NULL,NULL
NULL,NULL,ingress,1
NULL,NULL,inhabit,1
NULL,NULL,inheritors,1
inhuman,1,NULL,NULL
NULL,NULL,injection,2
NULL,NULL,injunctions,1
NULL,NULL,injuries,1
injustice,1,NULL,NULL
NULL,NULL,inky,1
NULL,NULL,inland,3
NULL,NULL,inmate,2
NULL,NULL,inmates,1
NULL,NULL,inn,5
NULL,NULL,inner,3
innocent,3,NULL,NULL
innocently,1,NULL,NULL
inordinately,1,NULL,NULL
NULL,NULL,inquest,6
NULL,NULL,inquietude,1
inquired,13,NULL,NULL
NULL,NULL,inquiries,4
NULL,NULL,inquisition,1
NULL,NULL,inquisitive,1
NULL,NULL,insane,2
NULL,NULL,insanity,2
NULL,NULL,inscribe,1
inscription,1,NULL,NULL
NULL,NULL,insensibility,1
NULL,NULL,insensibly,1
NULL,NULL,insensitive,1
NULL,NULL,inserted,1
insides,1,NULL,NULL
insignificance,1,NULL,NULL
insignificant,1,NULL,NULL
insinuating,1,NULL,NULL
NULL,NULL,insist,3
NULL,NULL,insists,2
NULL,NULL,inspect,1
inspection,1,NULL,NULL
NULL,NULL,inspector,1
NULL,NULL,inspired,2
NULL,NULL,installed,1
installment,1,NULL,NULL
installments,1,NULL,NULL
NULL,NULL,instances,1
NULL,NULL,instantly,5
NULL,NULL,instigation,1
NULL,NULL,instinct,8
NULL,NULL,instinctive,1
NULL,NULL,instinctively,14
NULL,NULL,instincts,1
NULL,NULL,instructed,2
NULL,NULL,instruction,2
NULL,NULL,instructions,6
instructress,1,NULL,NULL
NULL,NULL,instruments,5
insulted,1,NULL,NULL
insulting,3,NULL,NULL
NULL,NULL,insurance,1
NULL,NULL,intact,3
NULL,NULL,intellect,1
NULL,NULL,intellectual,4
NULL,NULL,intelligence,1
NULL,NULL,intelligible,1
intemperate,1,NULL,NULL
NULL,NULL,intending,2
NULL,NULL,intends,1
NULL,NULL,intensified,4
NULL,NULL,intensity,4
NULL,NULL,intent,12
NULL,NULL,intentions,2
NULL,NULL,intently,7
NULL,NULL,intents,1
inter,1,NULL,NULL
NULL,NULL,intercede,1
interestedly,3,NULL,NULL
interfered,2,NULL,NULL
NULL,NULL,interference,4
NULL,NULL,interminable,1
NULL,NULL,internal,1
NULL,NULL,international,1
interposed,1,NULL,NULL
NULL,NULL,interpreted,1
NULL,NULL,interpreting,1
NULL,NULL,interrogatively,2
NULL,NULL,interrupt,2
NULL,NULL,interrupted,10
NULL,NULL,interruption,1
NULL,NULL,interstice,1
NULL,NULL,interval,2
intervals,1,NULL,NULL
intervened,1,NULL,NULL
NULL,NULL,intervening,1
interviewed,1,NULL,NULL
NULL,NULL,interviewer,2
NULL,NULL,interviewing,2
NULL,NULL,intestacy,1
intimacies,1,NULL,NULL
intimate,13,NULL,NULL
intimates,1,NULL,NULL
NULL,NULL,intolerable,2
NULL,NULL,intonation,2
NULL,NULL,intrigued,1
introduce,4,NULL,NULL
NULL,NULL,introduced,3
NULL,NULL,introducing,1
NULL,NULL,introduction,1
NULL,NULL,intrude,1
intruded,2,NULL,NULL
intruder,1,NULL,NULL
intrusion,1,NULL,NULL
NULL,NULL,intuition,1
NULL,NULL,inure,1
NULL,NULL,inured,1
NULL,NULL,invade,2
NULL,NULL,invader,1
NULL,NULL,invaders,1
invading,2,NULL,NULL
invalid,3,NULL,NULL
invariably,2,NULL,NULL
inventing,1,NULL,NULL
invention,1,NULL,NULL
NULL,NULL,inventor,1
NULL,NULL,inversely,1
NULL,NULL,investigate,2
NULL,NULL,investigation,1
NULL,NULL,investigations,1
investments,1,NULL,NULL
invitations,1,NULL,NULL
invite,1,NULL,NULL
invited,2,NULL,NULL
invites,1,NULL,NULL
NULL,NULL,invoice,4
NULL,NULL,invoiced,1
NULL,NULL,invoices,1
NULL,NULL,invoked,1
NULL,NULL,involuntary,1
NULL,NULL,involved,1
inward,1,NULL,NULL
NULL,NULL,inwardly,1
irate,1,NULL,NULL
NULL,NULL,ireful,1
NULL,NULL,irksome,1
NULL,NULL,ironbound,1
NULL,NULL,ironed,1
NULL,NULL,irongrey,1
irons,1,NULL,NULL
NULL,NULL,irresistible,1
NULL,NULL,irresistibly,1
irritated,2,NULL,NULL
irritating,2,NULL,NULL
irritation,1,NULL,NULL
isobel,2,NULL,NULL
NULL,NULL,isolation,2
NULL,NULL,isself,5
NULL,NULL,issue,4
issued,1,NULL,NULL
NULL,NULL,isten,1
NULL,NULL,item,1
NULL,NULL,ither,1
NULL,NULL,ittin,3
NULL,NULL,ivory,2
NULL,NULL,j,1
NULL,NULL,jackals,2
jacket,1,NULL,NULL
NULL,NULL,jackets,1
NULL,NULL,jagged,5
jailer,3,NULL,NULL
jailers,1,NULL,NULL
jam,1,NULL,NULL
NULL,NULL,jamaica,1
NULL,NULL,jamb,2
james,1,NULL,NULL
NULL,NULL,jamrach,1
janet,25,NULL,NULL
NULL,NULL,japanese,1
NULL,NULL,jaw,2
NULL,NULL,jaws,4
je,1,NULL,NULL
NULL,NULL,jealousy,1
jerk,1,NULL,NULL
jerked,1,NULL,NULL
jerky,1,NULL,NULL
NULL,NULL,jerusalem,1
jessie,34,NULL,NULL
NULL,NULL,jet,1
jewel,1,NULL,NULL
NULL,NULL,jewelled,1
jist,3,NULL,NULL
NULL,NULL,jog,2
jogging,1,NULL,NULL
NULL,NULL,johnathan,1
NULL,NULL,joining,1
NULL,NULL,joinings,1
NULL,NULL,joint,1
jokes,1,NULL,NULL
NULL,NULL,jolly,3
NULL,NULL,jommlin,1
NULL,NULL,jonathan,200
NULL,NULL,joost,1
NULL,NULL,joseph,4
jostled,1,NULL,NULL
NULL,NULL,jostlin,1
NULL,NULL,jotting,1
NULL,NULL,jouped,1
NULL,NULL,journal,51
NULL,NULL,journalists,1
NULL,NULL,journeying,1
NULL,NULL,journeys,1
joyful,2,NULL,NULL
joyfully,6,NULL,NULL
joys,2,NULL,NULL
NULL,NULL,jubilant,1
NULL,NULL,judas,1
NULL,NULL,judgement,3
NULL,NULL,judging,1
NULL,NULL,judgment,3
NULL,NULL,jug,1
NULL,NULL,juggle,1
NULL,NULL,jugular,1
NULL,NULL,july,21
jumbled,1,NULL,NULL
NULL,NULL,junction,1
NULL,NULL,june,10
jungle,3,NULL,NULL
NULL,NULL,junior,3
NULL,NULL,juniper,2
NULL,NULL,jurist,1
NULL,NULL,justice,1
NULL,NULL,justified,4
jutted,1,NULL,NULL
NULL,NULL,jutting,1
NULL,NULL,k,1
NULL,NULL,kawffee,1
NULL,NULL,keckle,1
NULL,NULL,keenly,7
NULL,NULL,keeper,5
NULL,NULL,keepin,1
NULL,NULL,kem,4
NULL,NULL,kensington,1
NULL,NULL,kep,1
kettle,4,NULL,NULL
NULL,NULL,kettleness,5
kettles,2,NULL,NULL
NULL,NULL,keyhole,1
kicking,2,NULL,NULL
NULL,NULL,kid,1
NULL,NULL,killing,2
NULL,NULL,kin,4
kinder,1,NULL,NULL
NULL,NULL,kindliest,1
NULL,NULL,kindred,1
NULL,NULL,kingdom,1
kings,3,NULL,NULL
NULL,NULL,kingstead,1
NULL,NULL,kink,1
NULL,NULL,kinks,1
NULL,NULL,kirkgarth,1
NULL,NULL,kisses,2
NULL,NULL,kitten,7
NULL,NULL,kittens,1
NULL,NULL,klausenburg,1
NULL,NULL,klausenburgh,1
NULL,NULL,klopstock,1
kneel,3,NULL,NULL
kneeled,1,NULL,NULL
NULL,NULL,knell,1
NULL,NULL,knife,19
NULL,NULL,knit,2
knitted,1,NULL,NULL
NULL,NULL,knives,5
NULL,NULL,knocker,1
NULL,NULL,knocking,4
knocks,4,NULL,NULL
NULL,NULL,knot,1
NULL,NULL,knots,1
knowed,2,NULL,NULL
knowin,1,NULL,NULL
NULL,NULL,knuckles,1
NULL,NULL,kodak,1
NULL,NULL,korea,1
NULL,NULL,korkrans,1
NULL,NULL,krok,1
NULL,NULL,krone,1
NULL,NULL,kukri,5
la,2,NULL,NULL
NULL,NULL,label,1
NULL,NULL,labelled,1
NULL,NULL,labor,3
labored,1,NULL,NULL
NULL,NULL,laboured,2
NULL,NULL,labours,4
labyrinthine,1,NULL,NULL
lace,12,NULL,NULL
NULL,NULL,lack,5
NULL,NULL,laconic,2
NULL,NULL,laconically,3
NULL,NULL,lad,4
NULL,NULL,laden,4
NULL,NULL,lag,1
NULL,NULL,lair,4
NULL,NULL,lairs,6
NULL,NULL,lake,2
lakes,1,NULL,NULL
lamballe,1,NULL,NULL
NULL,NULL,lambs,1
NULL,NULL,lamiter,1
NULL,NULL,lamplight,3
lampreys,1,NULL,NULL
NULL,NULL,lance,1
NULL,NULL,lancet,1
NULL,NULL,landlady,2
NULL,NULL,landlord,2
NULL,NULL,landscape,1
NULL,NULL,lane,1
NULL,NULL,laneway,1
NULL,NULL,languid,3
NULL,NULL,languidly,1
NULL,NULL,languorous,2
NULL,NULL,lank,1
NULL,NULL,lanterns,1
NULL,NULL,lanthorns,1
lapels,1,NULL,NULL
NULL,NULL,lapped,2
NULL,NULL,lapping,8
NULL,NULL,lapse,1
NULL,NULL,lapsing,2
NULL,NULL,larboard,1
NULL,NULL,larder,1
NULL,NULL,largely,1
largess,4,NULL,NULL
largest,2,NULL,NULL
NULL,NULL,larst,1
lascar,6,NULL,NULL
lascars,2,NULL,NULL
NULL,NULL,lashed,4
NULL,NULL,lass,1
NULL,NULL,lasted,2
NULL,NULL,lasting,1
NULL,NULL,lasts,2
NULL,NULL,latch,1
NULL,NULL,latched,1
NULL,NULL,latelying,1
NULL,NULL,latest,2
NULL,NULL,latitude,1
NULL,NULL,latter,18
NULL,NULL,laudanum,2
NULL,NULL,launceston,1
NULL,NULL,launch,9
lavinia,63,NULL,NULL
lavishly,1,NULL,NULL
lavvie,1,NULL,NULL
lavvy,1,NULL,NULL
NULL,NULL,lawn,7
NULL,NULL,laybeds,1
NULL,NULL,lazily,2
NULL,NULL,laziness,1
le,6,NULL,NULL
NULL,NULL,leaden,7
NULL,NULL,leaders,1
NULL,NULL,leads,1
leaf,2,NULL,NULL
NULL,NULL,leagued,1
NULL,NULL,leagues,3
NULL,NULL,leak,1
NULL,NULL,leant,2
NULL,NULL,leap,5
NULL,NULL,leapt,1
NULL,NULL,learnt,1
NULL,NULL,leather,3
NULL,NULL,leavin,1
lecture,1,NULL,NULL
NULL,NULL,lectures,2
NULL,NULL,ledger,1
lee,1,NULL,NULL
NULL,NULL,leech,1
NULL,NULL,leeds,1
NULL,NULL,leer,1
NULL,NULL,legend,2
NULL,NULL,legends,1
legh,3,NULL,NULL
NULL,NULL,legions,1
NULL,NULL,leisure,1
NULL,NULL,leisurely,2
NULL,NULL,leiter,6
lend,1,NULL,NULL
NULL,NULL,lenore,1
lent,2,NULL,NULL
NULL,NULL,lente,1
NULL,NULL,leper,1
NULL,NULL,les,1
NULL,NULL,lessen,1
NULL,NULL,lessened,1
NULL,NULL,lest,36
NULL,NULL,lethal,4
